method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,1,0.2107,1.9848110466003417,1,1.1732996321606597
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,2,0.4386,1.4321630393981934,1,0.5667144905132893
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,3,0.4551,2.3231521043777468,1,0.48116400981378
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,4,0.5316,1.8670392984390258,1,0.44654685200357114
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,5,0.6808,0.8715960941314698,1,0.42261683774984327
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,6,0.6472,0.9097703994750976,1,0.3992033827142871
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,7,0.6784,0.8287157797813416,1,0.3834784370944384
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,8,0.7211,0.7214706402778626,1,0.37388852208373874
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,9,0.7123,0.7423374283313752,1,0.3629108753664588
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,10,0.7114,0.7435095414161682,1,0.3560543053440226
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,11,0.7244,0.6912120451450348,1,0.3480371432626514
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,12,0.7251,0.6960687275409698,1,0.3392364032652204
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,13,0.7244,0.681727775144577,1,0.33372339229944625
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,14,0.7116,0.8081724080562591,1,0.32830719060996505
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,15,0.7164,0.7578482998371124,1,0.323377337404044
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,16,0.7428,0.6379277186393738,1,0.3202318896637314
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,17,0.6508,0.9509383951187134,1,0.310638885224942
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,18,0.769,0.5825865656852722,1,0.30659007170259406
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,19,0.7607,0.584423867225647,1,0.3020402688013516
fedavg,fashion_mnist,0.0,42,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_42/splits/fashion_mnist_split_seed42_clients5_alpha0p3_ref200.json,,20,0.7605,0.5796137560367585,1,0.30076248193179944
