method,dataset,sparsity,seed,split_manifest_path,cka_strength,cka_signal,round,layer,client_i,client_j,cka,average_layer_cka,num_reference_samples
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,0,0,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,0,1,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,0,2,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,0,3,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,0,4,0.999980092048645,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,1,0,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,1,1,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,1,2,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,1,3,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,1,4,0.9999874234199524,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,2,0,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,2,1,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,2,2,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,2,3,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,2,4,0.9999861717224121,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,3,0,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,3,1,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,3,2,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,3,3,1.0,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,3,4,0.9999749660491943,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,4,0,0.999980092048645,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,4,1,0.9999874234199524,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,4,2,0.9999861717224121,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,4,3,0.9999749660491943,0.999992847442627,500
cka_feddst,cifar10,0.5,13,results/logs/cka_strength_sweep/cifar10_drift_all/strength_0p2/seed_13/splits/cifar10_split_seed13_clients5_alpha0p3_ref500.json,0.2,drift,2,conv1,4,4,1.0,0.999992847442627,500
