method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,1,0.2392,1.7740718801498414,1,1.4177290805646012
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,2,0.5985,1.1833692728042602,1,0.6978695932572652
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,3,0.6309,0.9294785836219788,1,0.5552845360498165
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,4,0.6727,0.8087542246818542,1,0.5035802119152534
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,5,0.7142,0.7231128234863281,1,0.47251091902078834
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,6,0.6444,1.4701276518821715,1,0.44763322860052357
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,7,0.741,0.6702801618099212,1,0.43115654698931255
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,8,0.7187,0.7071455099105834,1,0.41483403098692
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,9,0.753,0.6317986689567566,1,0.39963965283575964
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,10,0.7424,0.6293597649097442,1,0.38851996598861815
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,11,0.708,1.0076956343173982,1,0.37781401555598976
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,12,0.7531,0.6040204385280609,1,0.3716435583971634
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,13,0.7404,0.6409570338249206,1,0.3615711899073915
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,14,0.7442,0.680805836391449,1,0.3546959386334559
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,15,0.7912,0.5465079598903656,1,0.34992183767234203
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,16,0.7976,0.5293789965152741,1,0.34311179739874736
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,17,0.7825,0.5415788277626038,1,0.33510842554697495
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,18,0.5449,1.783147184944153,1,0.32897278295798743
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,19,0.761,0.580641496706009,1,0.33871110647929836
fedavg,fashion_mnist,0.0,100,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_100/splits/fashion_mnist_split_seed100_clients5_alpha0p3_ref200.json,,20,0.7908,0.5205934876918793,1,0.32184112746206217
