suite,metric,method,dataset,sparsity,cka_strength,round,mean,std,count,seed_count,seeds
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,1,0.32968000000000003,0.08478777624162577,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,2,0.44104,0.05098027069367128,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,3,0.52622,0.04662898240365104,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,4,0.56734,0.08477179955622031,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,5,0.64264,0.03836043534685182,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,6,0.6402,0.021495929847299006,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,7,0.6618600000000001,0.036003374841811715,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,8,0.66236,0.018152355219089335,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,9,0.69432,0.015250475402425993,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,10,0.67908,0.04316522906229043,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,11,0.6831799999999999,0.025610681365399107,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,12,0.69452,0.027545271826576706,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,13,0.6925399999999999,0.024641793765876708,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,14,0.70802,0.02061472774498852,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,15,0.71346,0.021414084150390342,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,16,0.71768,0.03127198426707204,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,17,0.70846,0.052702115707056754,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,18,0.68012,0.08127196318534458,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,19,0.7180799999999999,0.013742343322737913,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.2,20,0.73758,0.009311659358030615,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.5,1,0.32968000000000003,0.08478777624162577,5,5,"7,13,21,42,100"
cka_strength,test_accuracy,cka_feddst,fashion_mnist,0.5,0.5,2,0.44104,0.05098027069367128,5,5,"7,13,21,42,100"
