method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,1,0.0919,2.6770049781799314,1,1.3264318182177368
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,2,0.6779,0.9131163997650147,1,0.5006555914288904
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,3,0.8144,0.5602976665496826,1,0.31608463105188067
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,4,0.8833,0.395376336312294,1,0.24984803860063504
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,5,0.9008,0.3370890678405762,1,0.2147226639200363
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,6,0.8343,0.5140962975502014,1,0.18408723075683855
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,7,0.9097,0.2984388670682907,1,0.16021594942884168
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,8,0.9336,0.23201323906183244,1,0.1459704002101024
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,9,0.9397,0.21601836669445038,1,0.13059128339793966
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,10,0.9449,0.20003584245443345,1,0.1215124819981491
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,11,0.9436,0.1933552740931511,1,0.11223949515151739
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,12,0.8878,0.36282277748584746,1,0.1022986371943826
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,13,0.9567,0.15683918126821517,1,0.09801434100700197
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,14,0.9576,0.15067871302962302,1,0.09124950476627552
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,15,0.4597,3.1949061950683593,1,0.08638281538349576
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,16,0.9551,0.14788143805265427,1,0.11283115559223061
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,17,0.8548,0.47984337430000307,1,0.07820067744500613
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,18,0.9651,0.12349771870970726,1,0.07659294845761395
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,19,0.9663,0.1184893488496542,1,0.07139403683363359
fedavg,mnist,0.0,21,results/logs/multiseed/all_20260516_024344/seed_21/splits/mnist_split_seed21_clients5_alpha0p3_ref200.json,,20,0.9682,0.11552247049510479,1,0.06829303498565215
