method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,1,0.2344,2.109086734390259,1,1.362671410573964
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,2,0.3561,1.6883015785217286,1,0.6022039932775058
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,3,0.749,0.7543643211364746,1,0.3378981862990299
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,4,0.8534,0.5284406860351563,1,0.25697481327307065
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,5,0.8518,0.4875239052772522,1,0.22329348886964911
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,6,0.8633,0.4415301908969879,1,0.20771127471133422
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,7,0.8853,0.39647986059188844,1,0.19256410509841074
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,8,0.8989,0.35283772084712983,1,0.17720274739579864
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,9,0.8921,0.36122128586769103,1,0.16985959449066565
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,10,0.9128,0.301629688501358,1,0.15999741919438376
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,11,0.9127,0.2967427129983902,1,0.1510640142202326
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,12,0.9166,0.2852876437425613,1,0.14261747326317983
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,13,0.9214,0.26604838502407074,1,0.13524719887776493
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,14,0.4322,2.452013525390625,1,0.12916973011188185
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,15,0.9191,0.27197893776893617,1,0.14671031939293672
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,16,0.9273,0.23727196094989778,1,0.116706201769505
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,17,0.932,0.23020744562149048,1,0.11185176090682593
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,18,0.9359,0.214388745033741,1,0.1054989365766865
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,19,0.7442,0.7680978805541993,1,0.10124341316354526
fedavg,mnist,0.0,7,results/logs/multiseed/all_20260516_024344/seed_7/splits/mnist_split_seed7_clients5_alpha0p3_ref200.json,,20,0.9433,0.19702197202444077,1,0.10246871249463696
