method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,1,0.3546,1.9312976860046387,1,1.3120547038844996
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,2,0.5222,1.444269505405426,1,0.6815165463639392
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,3,0.573,1.1414458028793335,1,0.5652983675109702
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,4,0.6278,1.0073619728088379,1,0.5124717364355573
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,5,0.6759,0.8998903629302979,1,0.48096234341479066
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,6,0.695,0.8243909932613372,1,0.4593510985284745
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,7,0.6491,0.8624412493228912,1,0.4391962908517357
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,8,0.6535,0.8632186859130859,1,0.4185332154510014
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,9,0.6951,0.801350031709671,1,0.4063476942753712
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,10,0.6692,0.7975626040458679,1,0.3924969666913451
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,11,0.6787,0.7796017997264862,1,0.38067669804915044
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,12,0.6987,0.7434282740592957,1,0.37042605005204676
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,13,0.6871,0.7340181993961334,1,0.36081592231038895
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,14,0.7221,0.7079594750881195,1,0.35144516802776016
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,15,0.738,0.6693680649280548,1,0.34309983718255693
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,16,0.7307,0.666544291639328,1,0.33449996503213275
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,17,0.7552,0.6335270386219025,1,0.3268106503054549
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,18,0.7476,0.6341362441539764,1,0.3214750059425868
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,19,0.7445,0.6276981242179871,1,0.3142395698662885
fedavg,fashion_mnist,0.0,21,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_21/splits/fashion_mnist_split_seed21_clients5_alpha0p3_ref200.json,,20,0.7716,0.6027605345249176,1,0.30992994602308627
