round,layer,client_i,client_j,cka,average_layer_cka,num_reference_samples
2,conv1,0,0,1.0,1.0,200
2,conv1,0,1,1.0,1.0,200
2,conv1,0,2,1.0,1.0,200
2,conv1,0,3,1.0,1.0,200
2,conv1,0,4,1.0,1.0,200
2,conv1,1,0,1.0,1.0,200
2,conv1,1,1,1.0,1.0,200
2,conv1,1,2,1.0,1.0,200
2,conv1,1,3,1.0,1.0,200
2,conv1,1,4,1.0,1.0,200
2,conv1,2,0,1.0,1.0,200
2,conv1,2,1,1.0,1.0,200
2,conv1,2,2,1.0,1.0,200
2,conv1,2,3,1.0,1.0,200
2,conv1,2,4,1.0,1.0,200
2,conv1,3,0,1.0,1.0,200
2,conv1,3,1,1.0,1.0,200
2,conv1,3,2,1.0,1.0,200
2,conv1,3,3,1.0,1.0,200
2,conv1,3,4,1.0,1.0,200
2,conv1,4,0,1.0,1.0,200
2,conv1,4,1,1.0,1.0,200
2,conv1,4,2,1.0,1.0,200
2,conv1,4,3,1.0,1.0,200
2,conv1,4,4,1.0,1.0,200
2,conv2,0,0,1.0,0.9999903440475464,200
2,conv2,0,1,0.9999983906745911,0.9999903440475464,200
2,conv2,0,2,0.9999939799308777,0.9999903440475464,200
2,conv2,0,3,0.9999865293502808,0.9999903440475464,200
2,conv2,0,4,0.999997615814209,0.9999903440475464,200
2,conv2,1,0,0.9999983906745911,0.9999903440475464,200
2,conv2,1,1,1.0,0.9999903440475464,200
2,conv2,1,2,0.9999938607215881,0.9999903440475464,200
2,conv2,1,3,0.9999874234199524,0.9999903440475464,200
2,conv2,1,4,0.9999945759773254,0.9999903440475464,200
2,conv2,2,0,0.9999939799308777,0.9999903440475464,200
2,conv2,2,1,0.9999938607215881,0.9999903440475464,200
2,conv2,2,2,1.0,0.9999903440475464,200
2,conv2,2,3,0.9999771118164062,0.9999903440475464,200
2,conv2,2,4,0.9999926090240479,0.9999903440475464,200
2,conv2,3,0,0.9999865293502808,0.9999903440475464,200
2,conv2,3,1,0.9999874234199524,0.9999903440475464,200
2,conv2,3,2,0.9999771118164062,0.9999903440475464,200
2,conv2,3,3,1.0,0.9999903440475464,200
2,conv2,3,4,0.9999811053276062,0.9999903440475464,200
2,conv2,4,0,0.999997615814209,0.9999903440475464,200
2,conv2,4,1,0.9999945759773254,0.9999903440475464,200
2,conv2,4,2,0.9999926090240479,0.9999903440475464,200
2,conv2,4,3,0.9999811053276062,0.9999903440475464,200
2,conv2,4,4,1.0,0.9999903440475464,200
2,fc1,0,0,1.0,0.9858289957046509,200
2,fc1,0,1,0.9944446086883545,0.9858289957046509,200
2,fc1,0,2,0.9796241521835327,0.9858289957046509,200
2,fc1,0,3,0.9902714490890503,0.9858289957046509,200
2,fc1,0,4,0.9911919236183167,0.9858289957046509,200
2,fc1,1,0,0.9944446086883545,0.9858289957046509,200
2,fc1,1,1,1.0,0.9858289957046509,200
2,fc1,1,2,0.9762575030326843,0.9858289957046509,200
2,fc1,1,3,0.9879472851753235,0.9858289957046509,200
2,fc1,1,4,0.9907235503196716,0.9858289957046509,200
2,fc1,2,0,0.9796241521835327,0.9858289957046509,200
2,fc1,2,1,0.9762575030326843,0.9858289957046509,200
2,fc1,2,2,1.0,0.9858289957046509,200
2,fc1,2,3,0.981144368648529,0.9858289957046509,200
2,fc1,2,4,0.9809943437576294,0.9858289957046509,200
2,fc1,3,0,0.9902714490890503,0.9858289957046509,200
2,fc1,3,1,0.9879472851753235,0.9858289957046509,200
2,fc1,3,2,0.981144368648529,0.9858289957046509,200
2,fc1,3,3,1.0,0.9858289957046509,200
2,fc1,3,4,0.9856914281845093,0.9858289957046509,200
2,fc1,4,0,0.9911919236183167,0.9858289957046509,200
2,fc1,4,1,0.9907235503196716,0.9858289957046509,200
2,fc1,4,2,0.9809943437576294,0.9858289957046509,200
2,fc1,4,3,0.9856914281845093,0.9858289957046509,200
2,fc1,4,4,1.0,0.9858289957046509,200
4,conv1,0,0,1.0,1.0,200
4,conv1,0,1,1.0,1.0,200
4,conv1,0,2,1.0,1.0,200
4,conv1,0,3,1.0,1.0,200
4,conv1,0,4,1.0,1.0,200
4,conv1,1,0,1.0,1.0,200
4,conv1,1,1,1.0,1.0,200
4,conv1,1,2,0.9999999403953552,1.0,200
4,conv1,1,3,0.9999999403953552,1.0,200
4,conv1,1,4,1.0,1.0,200
4,conv1,2,0,1.0,1.0,200
4,conv1,2,1,0.9999999403953552,1.0,200
4,conv1,2,2,1.0,1.0,200
4,conv1,2,3,1.0,1.0,200
4,conv1,2,4,1.0,1.0,200
4,conv1,3,0,1.0,1.0,200
4,conv1,3,1,0.9999999403953552,1.0,200
4,conv1,3,2,1.0,1.0,200
4,conv1,3,3,1.0,1.0,200
4,conv1,3,4,1.0,1.0,200
4,conv1,4,0,1.0,1.0,200
4,conv1,4,1,1.0,1.0,200
4,conv1,4,2,1.0,1.0,200
4,conv1,4,3,1.0,1.0,200
4,conv1,4,4,1.0,1.0,200
4,conv2,0,0,1.0,0.9949319958686829,200
4,conv2,0,1,0.9999851584434509,0.9949319958686829,200
4,conv2,0,2,0.9999465942382812,0.9949319958686829,200
4,conv2,0,3,0.987659752368927,0.9949319958686829,200
4,conv2,0,4,0.9981945753097534,0.9949319958686829,200
4,conv2,1,0,0.9999851584434509,0.9949319958686829,200
4,conv2,1,1,1.0,0.9949319958686829,200
4,conv2,1,2,0.9999781847000122,0.9949319958686829,200
4,conv2,1,3,0.9868247509002686,0.9949319958686829,200
4,conv2,1,4,0.9978553056716919,0.9949319958686829,200
4,conv2,2,0,0.9999465942382812,0.9949319958686829,200
4,conv2,2,1,0.9999781847000122,0.9949319958686829,200
4,conv2,2,2,1.0,0.9949319958686829,200
4,conv2,2,3,0.9861615896224976,0.9949319958686829,200
4,conv2,2,4,0.9976333975791931,0.9949319958686829,200
4,conv2,3,0,0.987659752368927,0.9949319958686829,200
4,conv2,3,1,0.9868247509002686,0.9949319958686829,200
4,conv2,3,2,0.9861615896224976,0.9949319958686829,200
4,conv2,3,3,1.0,0.9949319958686829,200
4,conv2,3,4,0.9950804710388184,0.9949319958686829,200
4,conv2,4,0,0.9981945753097534,0.9949319958686829,200
4,conv2,4,1,0.9978553056716919,0.9949319958686829,200
4,conv2,4,2,0.9976333975791931,0.9949319958686829,200
4,conv2,4,3,0.9950804710388184,0.9949319958686829,200
4,conv2,4,4,1.0,0.9949319958686829,200
4,fc1,0,0,1.0,0.8739566802978516,200
4,fc1,0,1,0.9815401434898376,0.8739566802978516,200
4,fc1,0,2,0.9545943737030029,0.8739566802978516,200
4,fc1,0,3,0.8510023951530457,0.8739566802978516,200
4,fc1,0,4,0.8769460916519165,0.8739566802978516,200
4,fc1,1,0,0.9815401434898376,0.8739566802978516,200
4,fc1,1,1,1.0,0.8739566802978516,200
4,fc1,1,2,0.9642183184623718,0.8739566802978516,200
4,fc1,1,3,0.7594538331031799,0.8739566802978516,200
4,fc1,1,4,0.7951115369796753,0.8739566802978516,200
4,fc1,2,0,0.9545943737030029,0.8739566802978516,200
4,fc1,2,1,0.9642183184623718,0.8739566802978516,200
4,fc1,2,2,1.0,0.8739566802978516,200
4,fc1,2,3,0.7657545208930969,0.8739566802978516,200
4,fc1,2,4,0.8030776977539062,0.8739566802978516,200
4,fc1,3,0,0.8510023951530457,0.8739566802978516,200
4,fc1,3,1,0.7594538331031799,0.8739566802978516,200
4,fc1,3,2,0.7657545208930969,0.8739566802978516,200
4,fc1,3,3,1.0,0.8739566802978516,200
4,fc1,3,4,0.9878680109977722,0.8739566802978516,200
4,fc1,4,0,0.8769460916519165,0.8739566802978516,200
4,fc1,4,1,0.7951115369796753,0.8739566802978516,200
4,fc1,4,2,0.8030776977539062,0.8739566802978516,200
