round,layer,client_i,client_j,cka,average_layer_cka,num_reference_samples
4,fc1,3,1,0.9856358170509338,0.9901639223098755,200
4,fc1,3,2,0.9864218831062317,0.9901639223098755,200
4,fc1,3,3,1.0,0.9901639223098755,200
4,fc1,3,4,0.9867035746574402,0.9901639223098755,200
4,fc1,4,0,0.9957135915756226,0.9901639223098755,200
4,fc1,4,1,0.995010495185852,0.9901639223098755,200
4,fc1,4,2,0.9887210130691528,0.9901639223098755,200
4,fc1,4,3,0.9867035746574402,0.9901639223098755,200
4,fc1,4,4,1.0,0.9901639223098755,200
6,conv1,0,0,1.0,0.9999076724052429,200
6,conv1,0,1,0.9999896883964539,0.9999076724052429,200
6,conv1,0,2,0.9998914003372192,0.9999076724052429,200
6,conv1,0,3,0.999843955039978,0.9999076724052429,200
6,conv1,0,4,0.9999954700469971,0.9999076724052429,200
6,conv1,1,0,0.9999896883964539,0.9999076724052429,200
6,conv1,1,1,1.0,0.9999076724052429,200
6,conv1,1,2,0.9998157620429993,0.9999076724052429,200
6,conv1,1,3,0.9997549653053284,0.9999076724052429,200
6,conv1,1,4,0.9999730587005615,0.9999076724052429,200
6,conv1,2,0,0.9998914003372192,0.9999076724052429,200
6,conv1,2,1,0.9998157620429993,0.9999076724052429,200
6,conv1,2,2,1.0,0.9999076724052429,200
6,conv1,2,3,0.9999955296516418,0.9999076724052429,200
6,conv1,2,4,0.999928891658783,0.9999076724052429,200
6,conv1,3,0,0.999843955039978,0.9999076724052429,200
6,conv1,3,1,0.9997549653053284,0.9999076724052429,200
6,conv1,3,2,0.9999955296516418,0.9999076724052429,200
6,conv1,3,3,1.0,0.9999076724052429,200
6,conv1,3,4,0.9998883605003357,0.9999076724052429,200
6,conv1,4,0,0.9999954700469971,0.9999076724052429,200
6,conv1,4,1,0.9999730587005615,0.9999076724052429,200
6,conv1,4,2,0.999928891658783,0.9999076724052429,200
6,conv1,4,3,0.9998883605003357,0.9999076724052429,200
6,conv1,4,4,1.0,0.9999076724052429,200
6,conv2,0,0,1.0,0.9999328851699829,200
6,conv2,0,1,0.9999867677688599,0.9999328851699829,200
6,conv2,0,2,0.9999560713768005,0.9999328851699829,200
6,conv2,0,3,0.9999057054519653,0.9999328851699829,200
6,conv2,0,4,0.999984622001648,0.9999328851699829,200
6,conv2,1,0,0.9999867677688599,0.9999328851699829,200
6,conv2,1,1,1.0,0.9999328851699829,200
6,conv2,1,2,0.9999088048934937,0.9999328851699829,200
6,conv2,1,3,0.9998272061347961,0.9999328851699829,200
6,conv2,1,4,0.9999741315841675,0.9999328851699829,200
6,conv2,2,0,0.9999560713768005,0.9999328851699829,200
6,conv2,2,1,0.9999088048934937,0.9999328851699829,200
6,conv2,2,2,1.0,0.9999328851699829,200
6,conv2,2,3,0.9999724626541138,0.9999328851699829,200
6,conv2,2,4,0.9999352693557739,0.9999328851699829,200
6,conv2,3,0,0.9999057054519653,0.9999328851699829,200
6,conv2,3,1,0.9998272061347961,0.9999328851699829,200
6,conv2,3,2,0.9999724626541138,0.9999328851699829,200
6,conv2,3,3,1.0,0.9999328851699829,200
6,conv2,3,4,0.9998770952224731,0.9999328851699829,200
6,conv2,4,0,0.999984622001648,0.9999328851699829,200
6,conv2,4,1,0.9999741315841675,0.9999328851699829,200
6,conv2,4,2,0.9999352693557739,0.9999328851699829,200
6,conv2,4,3,0.9998770952224731,0.9999328851699829,200
6,conv2,4,4,1.0,0.9999328851699829,200
6,fc1,0,0,1.0,0.975341796875,200
6,fc1,0,1,0.9914693832397461,0.975341796875,200
6,fc1,0,2,0.9789196252822876,0.975341796875,200
6,fc1,0,3,0.9622288346290588,0.975341796875,200
6,fc1,0,4,0.9896380305290222,0.975341796875,200
6,fc1,1,0,0.9914693832397461,0.975341796875,200
6,fc1,1,1,1.0,0.975341796875,200
6,fc1,1,2,0.9746676087379456,0.975341796875,200
6,fc1,1,3,0.9482088685035706,0.975341796875,200
6,fc1,1,4,0.9925889372825623,0.975341796875,200
6,fc1,2,0,0.9789196252822876,0.975341796875,200
6,fc1,2,1,0.9746676087379456,0.975341796875,200
6,fc1,2,2,1.0,0.975341796875,200
6,fc1,2,3,0.9756388068199158,0.975341796875,200
6,fc1,2,4,0.9811232686042786,0.975341796875,200
6,fc1,3,0,0.9622288346290588,0.975341796875,200
6,fc1,3,1,0.9482088685035706,0.975341796875,200
6,fc1,3,2,0.9756388068199158,0.975341796875,200
6,fc1,3,3,1.0,0.975341796875,200
6,fc1,3,4,0.958935558795929,0.975341796875,200
6,fc1,4,0,0.9896380305290222,0.975341796875,200
6,fc1,4,1,0.9925889372825623,0.975341796875,200
6,fc1,4,2,0.9811232686042786,0.975341796875,200
6,fc1,4,3,0.958935558795929,0.975341796875,200
6,fc1,4,4,1.0,0.975341796875,200
8,conv1,0,0,1.0,0.9999316930770874,200
8,conv1,0,1,0.9998670220375061,0.9999316930770874,200
8,conv1,0,2,0.999995231628418,0.9999316930770874,200
8,conv1,0,3,0.9999950528144836,0.9999316930770874,200
8,conv1,0,4,0.9999967813491821,0.9999316930770874,200
8,conv1,1,0,0.9998670220375061,0.9999316930770874,200
8,conv1,1,1,1.0,0.9999316930770874,200
8,conv1,1,2,0.9998179078102112,0.9999316930770874,200
8,conv1,1,3,0.9998137950897217,0.9999316930770874,200
8,conv1,1,4,0.9998330473899841,0.9999316930770874,200
8,conv1,2,0,0.999995231628418,0.9999316930770874,200
8,conv1,2,1,0.9998179078102112,0.9999316930770874,200
8,conv1,2,2,1.0,0.9999316930770874,200
8,conv1,2,3,0.9999997615814209,0.9999316930770874,200
8,conv1,2,4,1.0,0.9999316930770874,200
8,conv1,3,0,0.9999950528144836,0.9999316930770874,200
8,conv1,3,1,0.9998137950897217,0.9999316930770874,200
8,conv1,3,2,0.9999997615814209,0.9999316930770874,200
8,conv1,3,3,1.0,0.9999316930770874,200
8,conv1,3,4,0.9999988675117493,0.9999316930770874,200
8,conv1,4,0,0.9999967813491821,0.9999316930770874,200
8,conv1,4,1,0.9998330473899841,0.9999316930770874,200
8,conv1,4,2,1.0,0.9999316930770874,200
8,conv1,4,3,0.9999988675117493,0.9999316930770874,200
8,conv1,4,4,1.0,0.9999316930770874,200
8,conv2,0,0,1.0,0.9999449849128723,200
8,conv2,0,1,0.9999268651008606,0.9999449849128723,200
8,conv2,0,2,0.9999713897705078,0.9999449849128723,200
8,conv2,0,3,0.9999968409538269,0.9999449849128723,200
8,conv2,0,4,0.9999401569366455,0.9999449849128723,200
8,conv2,1,0,0.9999268651008606,0.9999449849128723,200
8,conv2,1,1,1.0,0.9999449849128723,200
8,conv2,1,2,0.9999107122421265,0.9999449849128723,200
8,conv2,1,3,0.9999049305915833,0.9999449849128723,200
8,conv2,1,4,0.9999085068702698,0.9999449849128723,200
8,conv2,2,0,0.9999713897705078,0.9999449849128723,200
8,conv2,2,1,0.9999107122421265,0.9999449849128723,200
8,conv2,2,2,1.0,0.9999449849128723,200
8,conv2,2,3,0.9999718070030212,0.9999449849128723,200
8,conv2,2,4,0.9999819397926331,0.9999449849128723,200
8,conv2,3,0,0.9999968409538269,0.9999449849128723,200
8,conv2,3,1,0.9999049305915833,0.9999449849128723,200
8,conv2,3,2,0.9999718070030212,0.9999449849128723,200
8,conv2,3,3,1.0,0.9999449849128723,200
8,conv2,3,4,0.9999368786811829,0.9999449849128723,200
8,conv2,4,0,0.9999401569366455,0.9999449849128723,200
8,conv2,4,1,0.9999085068702698,0.9999449849128723,200
8,conv2,4,2,0.9999819397926331,0.9999449849128723,200
8,conv2,4,3,0.9999368786811829,0.9999449849128723,200
8,conv2,4,4,1.0,0.9999449849128723,200
8,fc1,0,0,1.0,0.9366891980171204,200
8,fc1,0,1,0.9590170979499817,0.9366891980171204,200
8,fc1,0,2,0.9800084233283997,0.9366891980171204,200
8,fc1,0,3,0.9736366271972656,0.9366891980171204,200
8,fc1,0,4,0.9201362729072571,0.9366891980171204,200
8,fc1,1,0,0.9590170979499817,0.9366891980171204,200
8,fc1,1,1,1.0,0.9366891980171204,200
8,fc1,1,2,0.9267338514328003,0.9366891980171204,200
8,fc1,1,3,0.9186128973960876,0.9366891980171204,200
8,fc1,1,4,0.8621485233306885,0.9366891980171204,200
8,fc1,2,0,0.9800084233283997,0.9366891980171204,200
8,fc1,2,1,0.9267338514328003,0.9366891980171204,200
8,fc1,2,2,1.0,0.9366891980171204,200
8,fc1,2,3,0.9721925854682922,0.9366891980171204,200
8,fc1,2,4,0.9402410387992859,0.9366891980171204,200
8,fc1,3,0,0.9736366271972656,0.9366891980171204,200
8,fc1,3,1,0.9186128973960876,0.9366891980171204,200
8,fc1,3,2,0.9721925854682922,0.9366891980171204,200
8,fc1,3,3,1.0,0.9366891980171204,200
8,fc1,3,4,0.914164125919342,0.9366891980171204,200
8,fc1,4,0,0.9201362729072571,0.9366891980171204,200
8,fc1,4,1,0.8621485233306885,0.9366891980171204,200
8,fc1,4,2,0.9402410387992859,0.9366891980171204,200
8,fc1,4,3,0.914164125919342,0.9366891980171204,200
8,fc1,4,4,1.0,0.9366891980171204,200
10,conv1,0,0,1.0,0.9999942779541016,200
10,conv1,0,1,0.9999873638153076,0.9999942779541016,200
10,conv1,0,2,0.9999980926513672,0.9999942779541016,200
10,conv1,0,3,0.9999997615814209,0.9999942779541016,200
10,conv1,0,4,0.9999995827674866,0.9999942779541016,200
10,conv1,1,0,0.9999873638153076,0.9999942779541016,200
10,conv1,1,1,1.0,0.9999942779541016,200
10,conv1,1,2,0.9999879002571106,0.9999942779541016,200
10,conv1,1,3,0.999988317489624,0.9999942779541016,200
10,conv1,1,4,0.999984085559845,0.9999942779541016,200
10,conv1,2,0,0.9999980926513672,0.9999942779541016,200
10,conv1,2,1,0.9999879002571106,0.9999942779541016,200
10,conv1,2,2,1.0,0.9999942779541016,200
10,conv1,2,3,0.9999994039535522,0.9999942779541016,200
10,conv1,2,4,0.9999986886978149,0.9999942779541016,200
10,conv1,3,0,0.9999997615814209,0.9999942779541016,200
10,conv1,3,1,0.999988317489624,0.9999942779541016,200
10,conv1,3,2,0.9999994039535522,0.9999942779541016,200
10,conv1,3,3,1.0,0.9999942779541016,200
10,conv1,3,4,0.9999997615814209,0.9999942779541016,200
10,conv1,4,0,0.9999995827674866,0.9999942779541016,200
10,conv1,4,1,0.999984085559845,0.9999942779541016,200
10,conv1,4,2,0.9999986886978149,0.9999942779541016,200
10,conv1,4,3,0.9999997615814209,0.9999942779541016,200
10,conv1,4,4,1.0,0.9999942779541016,200
10,conv2,0,0,1.0,0.9999868273735046,200
10,conv2,0,1,0.9999755024909973,0.9999868273735046,200
10,conv2,0,2,0.999989926815033,0.9999868273735046,200
10,conv2,0,3,0.9999993443489075,0.9999868273735046,200
10,conv2,0,4,0.9999944567680359,0.9999868273735046,200
10,conv2,1,0,0.9999755024909973,0.9999868273735046,200
10,conv2,1,1,1.0,0.9999868273735046,200
10,conv2,1,2,0.9999806880950928,0.9999868273735046,200
10,conv2,1,3,0.9999704360961914,0.9999868273735046,200
10,conv2,1,4,0.9999854564666748,0.9999868273735046,200
10,conv2,2,0,0.999989926815033,0.9999868273735046,200
10,conv2,2,1,0.9999806880950928,0.9999868273735046,200
10,conv2,2,2,1.0,0.9999868273735046,200
10,conv2,2,3,0.9999881982803345,0.9999868273735046,200
10,conv2,2,4,0.999992311000824,0.9999868273735046,200
10,conv2,3,0,0.9999993443489075,0.9999868273735046,200
10,conv2,3,1,0.9999704360961914,0.9999868273735046,200
10,conv2,3,2,0.9999881982803345,0.9999868273735046,200
10,conv2,3,3,1.0,0.9999868273735046,200
10,conv2,3,4,0.9999911189079285,0.9999868273735046,200
10,conv2,4,0,0.9999944567680359,0.9999868273735046,200
10,conv2,4,1,0.9999854564666748,0.9999868273735046,200
10,conv2,4,2,0.999992311000824,0.9999868273735046,200
10,conv2,4,3,0.9999911189079285,0.9999868273735046,200
10,conv2,4,4,1.0,0.9999868273735046,200
10,fc1,0,0,1.0,0.9771963953971863,200
10,fc1,0,1,0.9689846634864807,0.9771963953971863,200
10,fc1,0,2,0.9851510524749756,0.9771963953971863,200
10,fc1,0,3,0.982151210308075,0.9771963953971863,200
10,fc1,0,4,0.9899654984474182,0.9771963953971863,200
10,fc1,1,0,0.9689846634864807,0.9771963953971863,200
10,fc1,1,1,1.0,0.9771963953971863,200
10,fc1,1,2,0.9578777551651001,0.9771963953971863,200
10,fc1,1,3,0.9629080891609192,0.9771963953971863,200
10,fc1,1,4,0.965753436088562,0.9771963953971863,200
10,fc1,2,0,0.9851510524749756,0.9771963953971863,200
10,fc1,2,1,0.9578777551651001,0.9771963953971863,200
10,fc1,2,2,1.0,0.9771963953971863,200
10,fc1,2,3,0.9898309111595154,0.9771963953971863,200
10,fc1,2,4,0.9877541065216064,0.9771963953971863,200
10,fc1,3,0,0.982151210308075,0.9771963953971863,200
10,fc1,3,1,0.9629080891609192,0.9771963953971863,200
10,fc1,3,2,0.9898309111595154,0.9771963953971863,200
10,fc1,3,3,1.0,0.9771963953971863,200
10,fc1,3,4,0.9815875291824341,0.9771963953971863,200
10,fc1,4,0,0.9899654984474182,0.9771963953971863,200
10,fc1,4,1,0.965753436088562,0.9771963953971863,200
10,fc1,4,2,0.9877541065216064,0.9771963953971863,200
10,fc1,4,3,0.9815875291824341,0.9771963953971863,200
10,fc1,4,4,1.0,0.9771963953971863,200
12,conv1,0,0,1.0,0.9999979138374329,200
12,conv1,0,1,0.999996542930603,0.9999979138374329,200
12,conv1,0,2,0.9999988675117493,0.9999979138374329,200
12,conv1,0,3,1.0,0.9999979138374329,200
12,conv1,0,4,0.9999997615814209,0.9999979138374329,200
12,conv1,1,0,0.999996542930603,0.9999979138374329,200
12,conv1,1,1,1.0,0.9999979138374329,200
12,conv1,1,2,0.999992847442627,0.9999979138374329,200
12,conv1,1,3,0.999997615814209,0.9999979138374329,200
12,conv1,1,4,0.9999956488609314,0.9999979138374329,200
12,conv1,2,0,0.9999988675117493,0.9999979138374329,200
12,conv1,2,1,0.999992847442627,0.9999979138374329,200
12,conv1,2,2,1.0,0.9999979138374329,200
12,conv1,2,3,0.9999986886978149,0.9999979138374329,200
12,conv1,2,4,0.9999992251396179,0.9999979138374329,200
12,conv1,3,0,1.0,0.9999979138374329,200
12,conv1,3,1,0.999997615814209,0.9999979138374329,200
12,conv1,3,2,0.9999986886978149,0.9999979138374329,200
12,conv1,3,3,1.0,0.9999979138374329,200
12,conv1,3,4,0.9999998211860657,0.9999979138374329,200
12,conv1,4,0,0.9999997615814209,0.9999979138374329,200
12,conv1,4,1,0.9999956488609314,0.9999979138374329,200
12,conv1,4,2,0.9999992251396179,0.9999979138374329,200
12,conv1,4,3,0.9999998211860657,0.9999979138374329,200
12,conv1,4,4,1.0,0.9999979138374329,200
12,conv2,0,0,1.0,0.9999927282333374,200
12,conv2,0,1,0.9999858140945435,0.9999927282333374,200
12,conv2,0,2,0.9999938607215881,0.9999927282333374,200
12,conv2,0,3,1.0,0.9999927282333374,200
12,conv2,0,4,0.9999980330467224,0.9999927282333374,200
12,conv2,1,0,0.9999858140945435,0.9999927282333374,200
12,conv2,1,1,1.0,0.9999927282333374,200
12,conv2,1,2,0.9999856352806091,0.9999927282333374,200
12,conv2,1,3,0.9999843239784241,0.9999927282333374,200
12,conv2,1,4,0.9999946355819702,0.9999927282333374,200
12,conv2,2,0,0.9999938607215881,0.9999927282333374,200
12,conv2,2,1,0.9999856352806091,0.9999927282333374,200
12,conv2,2,2,1.0,0.9999927282333374,200
12,conv2,2,3,0.9999935626983643,0.9999927282333374,200
12,conv2,2,4,0.9999952912330627,0.9999927282333374,200
12,conv2,3,0,1.0,0.9999927282333374,200
12,conv2,3,1,0.9999843239784241,0.9999927282333374,200
12,conv2,3,2,0.9999935626983643,0.9999927282333374,200
12,conv2,3,3,1.0,0.9999927282333374,200
12,conv2,3,4,0.9999971389770508,0.9999927282333374,200
12,conv2,4,0,0.9999980330467224,0.9999927282333374,200
12,conv2,4,1,0.9999946355819702,0.9999927282333374,200
12,conv2,4,2,0.9999952912330627,0.9999927282333374,200
12,conv2,4,3,0.9999971389770508,0.9999927282333374,200
12,conv2,4,4,1.0,0.9999927282333374,200
12,fc1,0,0,1.0,0.9857851266860962,200
12,fc1,0,1,0.9775668978691101,0.9857851266860962,200
12,fc1,0,2,0.9883491396903992,0.9857851266860962,200
12,fc1,0,3,0.9931498169898987,0.9857851266860962,200
12,fc1,0,4,0.9955343008041382,0.9857851266860962,200
12,fc1,1,0,0.9775668978691101,0.9857851266860962,200
12,fc1,1,1,1.0,0.9857851266860962,200
12,fc1,1,2,0.9690379500389099,0.9857851266860962,200
12,fc1,1,3,0.9777125716209412,0.9857851266860962,200
12,fc1,1,4,0.9793896675109863,0.9857851266860962,200
12,fc1,2,0,0.9883491396903992,0.9857851266860962,200
12,fc1,2,1,0.9690379500389099,0.9857851266860962,200
12,fc1,2,2,1.0,0.9857851266860962,200
12,fc1,2,3,0.9940106868743896,0.9857851266860962,200
12,fc1,2,4,0.9910152554512024,0.9857851266860962,200
12,fc1,3,0,0.9931498169898987,0.9857851266860962,200
12,fc1,3,1,0.9777125716209412,0.9857851266860962,200
12,fc1,3,2,0.9940106868743896,0.9857851266860962,200
12,fc1,3,3,1.0,0.9857851266860962,200
12,fc1,3,4,0.9920838475227356,0.9857851266860962,200
12,fc1,4,0,0.9955343008041382,0.9857851266860962,200
12,fc1,4,1,0.9793896675109863,0.9857851266860962,200
12,fc1,4,2,0.9910152554512024,0.9857851266860962,200
12,fc1,4,3,0.9920838475227356,0.9857851266860962,200
12,fc1,4,4,1.0,0.9857851266860962,200
14,conv1,0,0,1.0,0.999996542930603,200
14,conv1,0,1,0.9999933242797852,0.999996542930603,200
14,conv1,0,2,0.9999988675117493,0.999996542930603,200
14,conv1,0,3,1.0,0.999996542930603,200
14,conv1,0,4,0.9999990463256836,0.999996542930603,200
14,conv1,1,0,0.9999933242797852,0.999996542930603,200
14,conv1,1,1,1.0,0.999996542930603,200
14,conv1,1,2,0.9999940395355225,0.999996542930603,200
14,conv1,1,3,0.9999946355819702,0.999996542930603,200
14,conv1,1,4,0.9999886751174927,0.999996542930603,200
14,conv1,2,0,0.9999988675117493,0.999996542930603,200
14,conv1,2,1,0.9999940395355225,0.999996542930603,200
14,conv1,2,2,1.0,0.999996542930603,200
14,conv1,2,3,0.9999994039535522,0.999996542930603,200
14,conv1,2,4,0.9999980926513672,0.999996542930603,200
14,conv1,3,0,1.0,0.999996542930603,200
14,conv1,3,1,0.9999946355819702,0.999996542930603,200
14,conv1,3,2,0.9999994039535522,0.999996542930603,200
14,conv1,3,3,1.0,0.999996542930603,200
14,conv1,3,4,0.999998927116394,0.999996542930603,200
14,conv1,4,0,0.9999990463256836,0.999996542930603,200
14,conv1,4,1,0.9999886751174927,0.999996542930603,200
14,conv1,4,2,0.9999980926513672,0.999996542930603,200
14,conv1,4,3,0.999998927116394,0.999996542930603,200
14,conv1,4,4,1.0,0.999996542930603,200
14,conv2,0,0,1.0,0.9999887347221375,200
14,conv2,0,1,0.9999750852584839,0.9999887347221375,200
14,conv2,0,2,0.9999925494194031,0.9999887347221375,200
14,conv2,0,3,0.9999997019767761,0.9999887347221375,200
14,conv2,0,4,0.9999982714653015,0.9999887347221375,200
14,conv2,1,0,0.9999750852584839,0.9999887347221375,200
14,conv2,1,1,1.0,0.9999887347221375,200
14,conv2,1,2,0.9999837279319763,0.9999887347221375,200
14,conv2,1,3,0.9999741911888123,0.9999887347221375,200
14,conv2,1,4,0.9999786615371704,0.9999887347221375,200
14,conv2,2,0,0.9999925494194031,0.9999887347221375,200
14,conv2,2,1,0.9999837279319763,0.9999887347221375,200
14,conv2,2,2,1.0,0.9999887347221375,200
14,conv2,2,3,0.9999939799308777,0.9999887347221375,200
14,conv2,2,4,0.999993085861206,0.9999887347221375,200
14,conv2,3,0,0.9999997019767761,0.9999887347221375,200
14,conv2,3,1,0.9999741911888123,0.9999887347221375,200
14,conv2,3,2,0.9999939799308777,0.9999887347221375,200
14,conv2,3,3,1.0,0.9999887347221375,200
