method,dataset,sparsity,seed,round,test_accuracy,test_loss,avg_train_loss,pruned_weights,regrown_weights,mask_changes,total_sparsity,active_params,total_params,layer_sparsity,sparsity_conv1_weight,sparsity_conv2_weight,sparsity_fc1_weight,sparsity_fc2_weight
feddst,mnist,0.5,42,1,0.3155,2.202570919418335,1.8482029943754277,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,2,0.5114,1.6598236026763915,1.1497931242729227,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,3,0.6798,0.951652522945404,0.5270755925158659,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,4,0.7353,0.7419445667266845,0.35232229458764197,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,5,0.7642,0.6272036969661713,0.30806912411575516,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,6,0.7885,0.5711606833457947,0.273059598890692,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,7,0.8101,0.5224517605304718,0.27054821680833896,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,8,0.8271,0.4964797348499298,0.25416512094636756,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,9,0.823,0.49346781034469606,0.23503022157996895,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,10,0.8403,0.4627245587348938,0.22961027905903758,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,11,0.8608,0.4226408394813538,0.2312087194480002,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,12,0.8734,0.3862862851858139,0.21638004720996445,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,13,0.8786,0.3707848402738571,0.20530947773934652,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,14,0.8652,0.3948999855518341,0.19828273060284554,42140,42140,84280,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
feddst,mnist,0.5,42,15,0.8614,0.40446015756130216,0.20057966937422753,0,0,0,0.5,210704,421408,conv1.weight:0.545139;conv2.weight:0.500922;fc1.weight:0.499843;fc2.weight:0.525781,0.5451388888888888,0.5009223090277778,0.4998430524553571,0.52578125
