round,layer,client_i,client_j,cka,average_layer_cka,num_reference_samples
20,fc1,2,1,0.9439047574996948,0.8697673082351685,100
20,fc1,2,2,1.0,0.8697673082351685,100
20,fc1,2,3,0.9798462986946106,0.8697673082351685,100
20,fc1,2,4,0.9799399971961975,0.8697673082351685,100
20,fc1,3,0,0.7861753106117249,0.8697673082351685,100
20,fc1,3,1,0.9269803166389465,0.8697673082351685,100
20,fc1,3,2,0.9798462986946106,0.8697673082351685,100
20,fc1,3,3,1.0,0.8697673082351685,100
20,fc1,3,4,0.9749639630317688,0.8697673082351685,100
20,fc1,4,0,0.7472025156021118,0.8697673082351685,100
20,fc1,4,1,0.9487330317497253,0.8697673082351685,100
20,fc1,4,2,0.9799399971961975,0.8697673082351685,100
20,fc1,4,3,0.9749639630317688,0.8697673082351685,100
20,fc1,4,4,1.0,0.8697673082351685,100
