method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,1,0.4255,1.9917041847229005,1,1.4877190571574863
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,2,0.6056,1.2136610982894898,1,0.6833885835768986
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,3,0.6821,0.7827439574241638,1,0.38837588596005107
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,4,0.7738,0.6074393733024597,1,0.30119183410768924
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,5,0.8018,0.5422313406467437,1,0.26545538781092415
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,6,0.8425,0.4518981917381287,1,0.23923804178323133
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,7,0.8535,0.4308546293735504,1,0.21712058795335704
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,8,0.8691,0.3893755136489868,1,0.2030362671987468
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,9,0.8709,0.38444991250038146,1,0.1848887927921171
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,10,0.8967,0.3178487488269806,1,0.17699454652749774
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,11,0.8946,0.31166825470924375,1,0.16674051455555353
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,12,0.9008,0.2976324442386627,1,0.1533873643138038
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,13,0.9036,0.2848868104457855,1,0.14635371890716428
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,14,0.9049,0.28101386008262635,1,0.14150509458552285
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,15,0.918,0.2518602732419968,1,0.13414198081822049
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,16,0.9135,0.2634751473426819,1,0.12454532968148241
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,17,0.9228,0.23888269319534303,1,0.11925126033445764
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,18,0.9282,0.22337245309948922,1,0.11568783963581913
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,19,0.933,0.21432978239059447,1,0.10984655024907411
fedavg,mnist,0.0,13,results/logs/multiseed/all_20260516_024344/seed_13/splits/mnist_split_seed13_clients5_alpha0p3_ref200.json,,20,0.9236,0.22467320815324784,1,0.1057254879319897
