method,dataset,sparsity,seed,split_manifest_path,cka_strength,round,test_accuracy,test_loss,evaluated,avg_train_loss
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,1,0.3512,1.6752668319702149,1,1.3123923455796713
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,2,0.5239,1.1347318524360657,1,0.6591836805649126
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,3,0.6288,0.9260267638206482,1,0.5418138770828878
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,4,0.6885,0.8099596711158752,1,0.48739539787322783
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,5,0.7226,0.7452844699382782,1,0.4516360952787376
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,6,0.7253,0.7262137072086334,1,0.4280449621302128
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,7,0.7028,0.7609148128509522,1,0.4039963444369692
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,8,0.7037,0.7325946348190308,1,0.3883951174796724
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,9,0.7464,0.6604622209072113,1,0.37848342758307485
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,10,0.7697,0.6328253768920898,1,0.3673108586895725
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,11,0.7393,0.6562393322944641,1,0.3562934842491429
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,12,0.7645,0.6253220388412476,1,0.34356365441453696
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,13,0.7681,0.6078566840648651,1,0.3364043319125638
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,14,0.7844,0.5929220000267029,1,0.3243389219892862
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,15,0.7858,0.5733551982879639,1,0.3164384270586186
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,16,0.7892,0.5737500298023224,1,0.311548156637362
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,17,0.7931,0.5696409559726715,1,0.305358374299712
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,18,0.7831,0.559970964384079,1,0.2983227256083718
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,19,0.7938,0.5555239814519882,1,0.2918001076573487
fedavg,fashion_mnist,0.0,13,results/logs/multiseed/fashion_mnist_all_20260517_180855/seed_13/splits/fashion_mnist_split_seed13_clients5_alpha0p3_ref200.json,,20,0.8032,0.532856721496582,1,0.28505537937741016
